RBP,Cell_line,RNA-Seq_exp,Control_exp,RBP knockdown fastq files,RBP knockdown bam files,RBP knockdown RSEM,RBP knockdown CUFFDIFF,RBP knockdown DESeq,RBP knockdown MISO,RBP knockdown rMATS,RBP knockdown DESeq after batch Correction,RBP knockdown rMATS after batch Correction,Non-target control datasets,Control fastq files,Control bam files,Control RSEM
TROVE2,K562,ENCSR060KRD,ENCSR092WKG,"ENCFF147ZUG,ENCFF258ZFF,ENCFF310TVI,ENCFF118MHK","ENCFF405TFQ,ENCFF542NHR","ENCFF353KRT,ENCFF346WTX",ENCFF795IAY,ENCFF003FXP,ENCFF759YLE,ENCFF231PFB,ENCFF354ZAD,ENCFF861OWM,non-target,"ENCFF002UOR,ENCFF316CCA,ENCFF508KBY,ENCFF864TPH","ENCFF746YUL,ENCFF871DVA","ENCFF756OUJ,ENCFF375SEL"
HNRNPUL1,K562,ENCSR034VBA,ENCSR164MUK,"ENCFF790GXP,ENCFF903WQO,ENCFF771FXY,ENCFF312FGA","ENCFF836HER,ENCFF552SMO","ENCFF993RYQ,ENCFF295WGJ",ENCFF928RAM,ENCFF138FZZ,ENCFF321CDA,ENCFF149WHS,ENCFF078PZF,ENCFF572CYC,non-target,"ENCFF273KVQ,ENCFF751LOM,ENCFF767CVZ,ENCFF791XKE","ENCFF669VSB,ENCFF209PLP","ENCFF248BGZ,ENCFF895SDN"
WDR3,K562,ENCSR334BTA,ENCSR174OYC,"ENCFF359MKN,ENCFF036TJP,ENCFF196VSU,ENCFF936MDY","ENCFF792URI,ENCFF792ARI","ENCFF130BIS,ENCFF013ZFL",ENCFF164NEK,ENCFF782FMI,ENCFF465GWX,ENCFF067BHW,ENCFF991MXY,ENCFF272OYL,non-target,"ENCFF361BPK,ENCFF826EEI,ENCFF605WBD,ENCFF508COB","ENCFF803MMD,ENCFF351XSJ","ENCFF629SOF,ENCFF310TYD"
SBDS,K562,ENCSR219DXZ,ENCSR419JMU,"ENCFF399SDB,ENCFF026XUB,ENCFF909MEM,ENCFF571ZRQ","ENCFF240URJ,ENCFF229DXA","ENCFF065ISI,ENCFF131OZI",ENCFF653RWS,ENCFF504BJM,ENCFF681JLG,ENCFF748YJB,ENCFF987ADB,ENCFF619PDH,non-target,"ENCFF447KSW,ENCFF111AWS,ENCFF539FEL,ENCFF276RDY","ENCFF264YZI,ENCFF742XEQ","ENCFF661LLS,ENCFF912ATD"
ABCF1,K562,ENCSR721MXZ,ENCSR032YMP,"ENCFF444LJL,ENCFF082HTI,ENCFF719MPH,ENCFF552MNU","ENCFF661IOX,ENCFF146LDM","ENCFF836CNC,ENCFF123IWZ",ENCFF715QGC,ENCFF070YWT,ENCFF998MTG,ENCFF192GDV,ENCFF543AWA,ENCFF708ZDP,non-target,"ENCFF743EKS,ENCFF553PEN,ENCFF352SRA,ENCFF852RBO","ENCFF471AKF,ENCFF083EEO","ENCFF951HPS,ENCFF809LLU"
DROSHA,K562,ENCSR624XHG,ENCSR164MUK,"ENCFF154YPK,ENCFF294QPX,ENCFF649TZL,ENCFF378AUD","ENCFF772BWX,ENCFF475GCB","ENCFF104OHS,ENCFF809TWR",ENCFF747BCJ,ENCFF307TTC,ENCFF513MYJ,ENCFF474FEI,ENCFF269VLX,ENCFF686OKA,non-target,"ENCFF273KVQ,ENCFF751LOM,ENCFF767CVZ,ENCFF791XKE","ENCFF669VSB,ENCFF209PLP","ENCFF248BGZ,ENCFF895SDN"
KRR1,K562,ENCSR244SIO,ENCSR424QCW,"ENCFF346JDA,ENCFF346UVT,ENCFF608CNU,ENCFF322RVL","ENCFF325HPS,ENCFF396NWL","ENCFF066NVL,ENCFF335WQT",ENCFF822QTC,ENCFF036LAZ,ENCFF106WFY,ENCFF804SYU,ENCFF404HCF,ENCFF383UHK,non-target,"ENCFF791HTS,ENCFF691MJX,ENCFF078MXU,ENCFF656RXL","ENCFF847DQL,ENCFF523LXJ","ENCFF726AVK,ENCFF945TIU"
SRSF7,K562,ENCSR139LOF,ENCSR163JUC,"ENCFF896QFF,ENCFF701SBH,ENCFF239MZX,ENCFF781MVI","ENCFF670GAC,ENCFF416OJO","ENCFF331KZJ,ENCFF429LPI",ENCFF614YFC,ENCFF059TND,ENCFF689ITO,ENCFF018RFK,ENCFF111LXV,ENCFF346BLZ,non-target,"ENCFF076EAI,ENCFF478ILB,ENCFF102NCM,ENCFF875FRI","ENCFF157TKC,ENCFF739JDP","ENCFF412XQF,ENCFF564TZO"
EIF4B,K562,ENCSR774BXV,ENCSR913CAE,"ENCFF824FES,ENCFF540OGR,ENCFF439RFC,ENCFF745IWF","ENCFF787WRI,ENCFF725XGI","ENCFF678MML,ENCFF906ZEX",ENCFF011ZAJ,ENCFF322IFK,ENCFF451PSQ,ENCFF966VWX,ENCFF520FWP,ENCFF278WXI,non-target,"ENCFF017WXT,ENCFF510GOL,ENCFF759IRT,ENCFF963MPW","ENCFF309OOI,ENCFF092XAP","ENCFF818KUW,ENCFF115OOZ"
SFPQ,K562,ENCSR535YPK,ENCSR164MUK,"ENCFF783RKF,ENCFF482OXE,ENCFF379KXH,ENCFF657TEH","ENCFF800MGC,ENCFF105GIS","ENCFF493QTZ,ENCFF667UOW",ENCFF643ISN,ENCFF039EHX,ENCFF736NGE,ENCFF180WFB,ENCFF905FPA,ENCFF043EFN,non-target,"ENCFF273KVQ,ENCFF751LOM,ENCFF767CVZ,ENCFF791XKE","ENCFF669VSB,ENCFF209PLP","ENCFF248BGZ,ENCFF895SDN"
RAVER1,K562,ENCSR904BCZ,ENCSR344XID,"ENCFF336OBP,ENCFF014RYG,ENCFF062MDL,ENCFF297WKY","ENCFF939XGF,ENCFF793LEQ","ENCFF379QCG,ENCFF526APC",ENCFF373XEU,ENCFF021QWF,ENCFF411CHU,ENCFF839GLP,ENCFF138EQJ,ENCFF379YZN,non-target,"ENCFF799FEY,ENCFF686ZOZ,ENCFF891EGO,ENCFF667EXM","ENCFF265ZZB,ENCFF970PYT","ENCFF040ZLI,ENCFF170EPB"
LIN28B,K562,ENCSR598YQX,ENCSR572FFX,"ENCFF115GMC,ENCFF621LMO,ENCFF922AOZ,ENCFF653FTD,ENCFF425BPJ,ENCFF391YLM","ENCFF011SYE,ENCFF655PJZ","ENCFF232HIK,ENCFF472NIN",ENCFF953FUO,ENCFF246SHJ,ENCFF111KTU,ENCFF444PRP,ENCFF118TGN,ENCFF176UOH,non-target,"ENCFF561XEM,ENCFF023EZN,ENCFF447KSW,ENCFF111AWS","ENCFF275ZEJ,ENCFF264YZI","ENCFF863EKL,ENCFF661LLS"
ESF1,K562,ENCSR077BPR,ENCSR032YMP,"ENCFF522HAI,ENCFF324TSF,ENCFF417JZE,ENCFF108UUK","ENCFF074MFZ,ENCFF419DWP","ENCFF974EEA,ENCFF265WZZ",ENCFF846DWZ,ENCFF930UNF,ENCFF029DJO,ENCFF442ETI,ENCFF335IVM,ENCFF024SQQ,non-target,"ENCFF743EKS,ENCFF553PEN,ENCFF352SRA,ENCFF852RBO","ENCFF471AKF,ENCFF083EEO","ENCFF951HPS,ENCFF809LLU"
RECQL,K562,ENCSR310VND,ENCSR344XID,"ENCFF824NZY,ENCFF321LQW,ENCFF227NAO,ENCFF610LJV","ENCFF675XGE,ENCFF784CVR","ENCFF040XCB,ENCFF511KJP",ENCFF129TNW,ENCFF429EAD,ENCFF390ZPP,ENCFF623CGV,ENCFF583RSI,ENCFF249JEI,non-target,"ENCFF799FEY,ENCFF686ZOZ,ENCFF891EGO,ENCFF667EXM","ENCFF265ZZB,ENCFF970PYT","ENCFF040ZLI,ENCFF170EPB"
UTP3,K562,ENCSR818TZM,ENCSR024FOF,"ENCFF077APU,ENCFF166XSJ,ENCFF706KHZ,ENCFF514EBL","ENCFF360HRC,ENCFF352JTG","ENCFF277YMR,ENCFF875OIH",ENCFF803RQL,ENCFF537TJE,ENCFF294DFH,ENCFF568OEF,ENCFF342JHX,ENCFF710GMX,non-target,"ENCFF783QUA,ENCFF608ODT,ENCFF689SMR,ENCFF439VYF","ENCFF337HON,ENCFF015MCD","ENCFF774WYR,ENCFF909KDX"
DDX27,K562,ENCSR584LDM,ENCSR245BNJ,"ENCFF423NQN,ENCFF992VRQ,ENCFF008LRD,ENCFF648GRM","ENCFF342HXE,ENCFF141XOO","ENCFF069EQO,ENCFF661NOK",ENCFF653CWH,ENCFF159QMN,ENCFF871YJB,ENCFF047FIP,ENCFF632VDC,ENCFF222DJA,non-target,"ENCFF551UKL,ENCFF769DTH,ENCFF454RKS,ENCFF224TRL","ENCFF674JPQ,ENCFF362TIW","ENCFF974XIU,ENCFF982PUC"
HNRNPAB,K562,ENCSR778WPL,ENCSR419JMU,"ENCFF803IAI,ENCFF742HTZ,ENCFF992JMW,ENCFF792QAB","ENCFF615OGG,ENCFF078DQE","ENCFF647OAM,ENCFF113ABD",ENCFF872JLV,ENCFF313XOT,ENCFF314DAC,ENCFF859CSE,ENCFF636PWZ,ENCFF571OQJ,non-target,"ENCFF447KSW,ENCFF111AWS,ENCFF539FEL,ENCFF276RDY","ENCFF264YZI,ENCFF742XEQ","ENCFF661LLS,ENCFF912ATD"
HNRNPU,K562,ENCSR047IUS,ENCSR438MDN,"ENCFF577EOK,ENCFF698DQF,ENCFF811KDI,ENCFF241DHX","ENCFF854ZQF,ENCFF167VEV","ENCFF956BLU,ENCFF207RVM",ENCFF218MYB,ENCFF254JSG,ENCFF838FYK,ENCFF491KOR,ENCFF188BKI,ENCFF273ONV,non-target,"ENCFF845QQB,ENCFF034YJI,ENCFF292YLK,ENCFF629XES","ENCFF239MNY,ENCFF961SOT","ENCFF299HTM,ENCFF973VHI"
SRSF9,K562,ENCSR972AZD,ENCSR341TTW,"ENCFF616FIR,ENCFF817WSL,ENCFF975YJK,ENCFF808HXX","ENCFF583XZV,ENCFF590FCI","ENCFF922XLL,ENCFF357CSV",ENCFF447ZMT,ENCFF508SUJ,ENCFF984UNL,ENCFF878LXI,ENCFF153QRU,ENCFF541EWU,non-target,"ENCFF378KNS,ENCFF467IYJ,ENCFF860BAF,ENCFF593JVU","ENCFF088NOQ,ENCFF986GCV","ENCFF991WLV,ENCFF201DUU"
RRP9,K562,ENCSR210KJB,ENCSR661HEL,"ENCFF288GAY,ENCFF648ZMK,ENCFF665XYO,ENCFF044DKC","ENCFF943DLA,ENCFF852NOR","ENCFF079UMS,ENCFF060VTF",ENCFF855LGZ,ENCFF593MYK,ENCFF604ZIY,ENCFF180OKE,ENCFF078VJR,ENCFF522COR,non-target,"ENCFF539FEL,ENCFF276RDY,ENCFF325DLF,ENCFF616AQI","ENCFF742XEQ,ENCFF519YTY","ENCFF912ATD,ENCFF539FKS"
SRP68,K562,ENCSR312SRB,ENCSR661HEL,"ENCFF338FLY,ENCFF966FZW,ENCFF324SCN,ENCFF233IUZ","ENCFF605SWX,ENCFF778BJG","ENCFF928OCW,ENCFF458CWM",ENCFF786UST,ENCFF489ENX,ENCFF182WSS,ENCFF027UHE,ENCFF731YZU,ENCFF808GBA,non-target,"ENCFF539FEL,ENCFF276RDY,ENCFF325DLF,ENCFF616AQI","ENCFF742XEQ,ENCFF519YTY","ENCFF912ATD,ENCFF539FKS"
ASCC1,K562,ENCSR253DCB,ENCSR913CAE,"ENCFF750WBF,ENCFF292ROU,ENCFF051SXX,ENCFF241HLR","ENCFF369GVJ,ENCFF627QUR","ENCFF004YPW,ENCFF207UOR",ENCFF280ZBR,ENCFF650KVF,ENCFF558SRJ,ENCFF878YUK,ENCFF690XLO,ENCFF258CMZ,non-target,"ENCFF017WXT,ENCFF510GOL,ENCFF759IRT,ENCFF963MPW","ENCFF309OOI,ENCFF092XAP","ENCFF818KUW,ENCFF115OOZ"
APOBEC3C,K562,ENCSR963RLK,ENCSR620PUP,"ENCFF557IPZ,ENCFF274VRW,ENCFF377HLA,ENCFF417JSJ","ENCFF125TRY,ENCFF236LSH","ENCFF498RFT,ENCFF717LRG",ENCFF797TZS,ENCFF683XDQ,ENCFF216WDM,ENCFF569CNV,ENCFF340IQR,ENCFF639WPP,non-target,"ENCFF548VUD,ENCFF818RDZ,ENCFF803FSB,ENCFF827KTS","ENCFF341FFK,ENCFF569CWO","ENCFF386LNA,ENCFF815ZLH"
FKBP4,K562,ENCSR379VXW,ENCSR572FFX,"ENCFF911IEH,ENCFF779BON,ENCFF135JOS,ENCFF071MNZ","ENCFF315ITW,ENCFF200YZY","ENCFF806DFE,ENCFF089WYG",ENCFF622WIT,ENCFF237BTB,ENCFF180KEI,ENCFF357UPM,ENCFF022TZT,ENCFF440FES,non-target,"ENCFF561XEM,ENCFF023EZN,ENCFF447KSW,ENCFF111AWS","ENCFF275ZEJ,ENCFF264YZI","ENCFF863EKL,ENCFF661LLS"
RBM15,K562,ENCSR385UPQ,ENCSR143COQ,"ENCFF512YTM,ENCFF908ZPI,ENCFF892GUZ,ENCFF664XEW","ENCFF514PRU,ENCFF719OYP","ENCFF693ZOK,ENCFF186CEX",ENCFF430QNJ,ENCFF241TXV,ENCFF239JBY,ENCFF614FBS,ENCFF558IIF,ENCFF905MLP,non-target,"ENCFF496RXN,ENCFF865MIT,ENCFF160WAF,ENCFF682YLE","ENCFF695KEA,ENCFF848JJM","ENCFF623URV,ENCFF400RTX"
UTP18,K562,ENCSR165VBD,ENCSR143COQ,"ENCFF279NUI,ENCFF595BWN,ENCFF565DLY,ENCFF455LAT","ENCFF054NTN,ENCFF640DTV","ENCFF069EHP,ENCFF596BOP",ENCFF855HPO,ENCFF755OCK,ENCFF549TIW,ENCFF350VUO,ENCFF734AHK,ENCFF694AAT,non-target,"ENCFF496RXN,ENCFF865MIT,ENCFF160WAF,ENCFF682YLE","ENCFF695KEA,ENCFF848JJM","ENCFF623URV,ENCFF400RTX"
GEMIN5,K562,ENCSR398GHW,ENCSR661HEL,"ENCFF912LEC,ENCFF060AVK,ENCFF227CAJ,ENCFF653ISV","ENCFF381TQI,ENCFF521DET","ENCFF976CVM,ENCFF126SDN",ENCFF506AVS,ENCFF343FQP,ENCFF692BYY,ENCFF465KET,ENCFF385CGF,ENCFF606GPQ,non-target,"ENCFF539FEL,ENCFF276RDY,ENCFF325DLF,ENCFF616AQI","ENCFF742XEQ,ENCFF519YTY","ENCFF912ATD,ENCFF539FKS"
NELFE,K562,ENCSR201WFU,ENCSR129RWD,"ENCFF896WXL,ENCFF130KYO,ENCFF851STY,ENCFF201IXD","ENCFF941PND,ENCFF460JUI","ENCFF895XCH,ENCFF602UFH",ENCFF589IKE,ENCFF350XCC,ENCFF247HAD,ENCFF506QQX,ENCFF585YDT,ENCFF217XMT,non-target,"ENCFF726LTF,ENCFF569YVH,ENCFF781HCE,ENCFF121QGM","ENCFF019XTR,ENCFF178NNK","ENCFF717QPG,ENCFF185JIF"
GTF2F1,K562,ENCSR188IPO,ENCSR815CVQ,"ENCFF120VYW,ENCFF613PBX,ENCFF633GYP,ENCFF406NEV","ENCFF173GBC,ENCFF195OAK","ENCFF346IJP,ENCFF377AZC",ENCFF465FTZ,ENCFF586XCH,ENCFF098TGI,ENCFF640ROG,ENCFF972COD,ENCFF834WDV,non-target,"ENCFF312ANF,ENCFF124WIZ,ENCFF339ZUH,ENCFF292HLM","ENCFF461TSD,ENCFF985IXD","ENCFF098AIT,ENCFF504GSG"
TRA2A,K562,ENCSR916WOI,ENCSR129RWD,"ENCFF660PCY,ENCFF523XON,ENCFF945WRF,ENCFF609PLL","ENCFF497GZB,ENCFF529ZHW","ENCFF194NKK,ENCFF517KFU",ENCFF863TVH,ENCFF337ONL,ENCFF319DVC,ENCFF296LZU,ENCFF544IOD,ENCFF919VHL,non-target,"ENCFF726LTF,ENCFF569YVH,ENCFF781HCE,ENCFF121QGM","ENCFF019XTR,ENCFF178NNK","ENCFF717QPG,ENCFF185JIF"
SF1,K562,ENCSR562CCA,ENCSR164MUK,"ENCFF815OVM,ENCFF944JKZ,ENCFF834VEC,ENCFF930IBV","ENCFF122ZHD,ENCFF923ABR","ENCFF374ESM,ENCFF217PCG",ENCFF415NVQ,ENCFF728RZM,ENCFF914MRD,ENCFF907FXP,ENCFF802PZL,ENCFF054ZFW,non-target,"ENCFF273KVQ,ENCFF751LOM,ENCFF767CVZ,ENCFF791XKE","ENCFF669VSB,ENCFF209PLP","ENCFF248BGZ,ENCFF895SDN"
CCDC124,K562,ENCSR874ZLI,ENCSR143COQ,"ENCFF914DSS,ENCFF647LIH,ENCFF661CVY,ENCFF839KNW","ENCFF218TZW,ENCFF385UCY","ENCFF062LPX,ENCFF249LPC",ENCFF176QTQ,ENCFF267JDT,ENCFF448HKI,ENCFF292YMT,ENCFF034NSA,ENCFF822GFC,non-target,"ENCFF496RXN,ENCFF865MIT,ENCFF160WAF,ENCFF682YLE","ENCFF695KEA,ENCFF848JJM","ENCFF623URV,ENCFF400RTX"
PARN,K562,ENCSR306IOF,ENCSR667PLJ,"ENCFF746IQK,ENCFF157XYW,ENCFF109XER,ENCFF812XLO","ENCFF129IJC,ENCFF558PAA","ENCFF566IRK,ENCFF530RYF",ENCFF053NVE,ENCFF408PKL,ENCFF271BIK,ENCFF306RKV,ENCFF978DHM,ENCFF455ZUD,non-target,"ENCFF981SWJ,ENCFF087MDC,ENCFF326WTJ,ENCFF767QZM","ENCFF804JHE,ENCFF490QNF","ENCFF015IHM,ENCFF402NWA"
G3BP2,K562,ENCSR246SOU,ENCSR344XID,"ENCFF566MPK,ENCFF442AYV,ENCFF673LGY,ENCFF746QLB","ENCFF887EVA,ENCFF609OSZ","ENCFF349CFG,ENCFF059ZHP",ENCFF399TYA,ENCFF944VXU,ENCFF451VWY,ENCFF544UIC,ENCFF530PAL,ENCFF412UZI,non-target,"ENCFF799FEY,ENCFF686ZOZ,ENCFF891EGO,ENCFF667EXM","ENCFF265ZZB,ENCFF970PYT","ENCFF040ZLI,ENCFF170EPB"
SND1,K562,ENCSR232XRZ,ENCSR084SCN,"ENCFF987PKL,ENCFF308NNN,ENCFF355MPA,ENCFF422QVT","ENCFF774LJE,ENCFF422SED","ENCFF630ZMK,ENCFF497VLT",ENCFF347ESH,ENCFF313DPO,ENCFF179OLX,ENCFF520WIO,ENCFF339XMZ,ENCFF699EQN,non-target,"ENCFF420XPX,ENCFF861HTL,ENCFF029QIY,ENCFF464MHZ","ENCFF098BEA,ENCFF719PLT","ENCFF255JNV,ENCFF595PIT"
EXOSC9,K562,ENCSR812EIA,ENCSR815CVQ,"ENCFF374KHE,ENCFF609YVZ,ENCFF179APZ,ENCFF952XLG","ENCFF183ZLA,ENCFF229CNG","ENCFF918ZOI,ENCFF122WRK",ENCFF444TGB,ENCFF826GKX,ENCFF359SQB,ENCFF914ZJJ,ENCFF039VOM,ENCFF414RHB,non-target,"ENCFF312ANF,ENCFF124WIZ,ENCFF339ZUH,ENCFF292HLM","ENCFF461TSD,ENCFF985IXD","ENCFF098AIT,ENCFF504GSG"
TIA1,K562,ENCSR694LKY,ENCSR129RWD,"ENCFF845KED,ENCFF228TQK,ENCFF647VRD,ENCFF773CAF","ENCFF011BRT,ENCFF425JBA","ENCFF400BRC,ENCFF900ZEJ",ENCFF113OUJ,ENCFF175DGT,ENCFF782ZQQ,ENCFF803PMF,ENCFF615GNU,ENCFF932XKZ,non-target,"ENCFF726LTF,ENCFF569YVH,ENCFF781HCE,ENCFF121QGM","ENCFF019XTR,ENCFF178NNK","ENCFF717QPG,ENCFF185JIF"
LARP4,K562,ENCSR866XLI,ENCSR164MUK,"ENCFF273GWA,ENCFF062JZD,ENCFF058KBR,ENCFF864ZCE","ENCFF575NPD,ENCFF932UTI","ENCFF233FAT,ENCFF552HSC",ENCFF438LIG,ENCFF115AEO,ENCFF785RMD,ENCFF521RGB,ENCFF691NQB,ENCFF495EWN,non-target,"ENCFF273KVQ,ENCFF751LOM,ENCFF767CVZ,ENCFF791XKE","ENCFF669VSB,ENCFF209PLP","ENCFF248BGZ,ENCFF895SDN"
SAFB2,K562,ENCSR770LYW,ENCSR154OBA,"ENCFF707EJL,ENCFF334WQQ,ENCFF118BKZ,ENCFF665ONM","ENCFF015CAG,ENCFF622TDG","ENCFF098EJT,ENCFF194ONM",ENCFF390CDK,ENCFF168SMN,ENCFF515CDO,ENCFF174BYC,ENCFF754QIP,ENCFF170REE,non-target,"ENCFF044BTK,ENCFF958CDC,ENCFF826RCR,ENCFF356CGR","ENCFF902TTV,ENCFF583INI","ENCFF106IIP,ENCFF230OGW"
TRIM56,K562,ENCSR300QFQ,ENCSR572FFX,"ENCFF711JIW,ENCFF760FBT,ENCFF959BUP,ENCFF915WOP","ENCFF644KGR,ENCFF905QAH","ENCFF561BHJ,ENCFF793TCY",ENCFF079LOC,ENCFF099ZDX,ENCFF121VDD,ENCFF702VZF,ENCFF006DPZ,ENCFF276CIW,non-target,"ENCFF561XEM,ENCFF023EZN,ENCFF447KSW,ENCFF111AWS","ENCFF275ZEJ,ENCFF264YZI","ENCFF863EKL,ENCFF661LLS"
EIF3G,K562,ENCSR143UET,ENCSR084SCN,"ENCFF614VYE,ENCFF352SRL,ENCFF579COJ,ENCFF525ZEB","ENCFF174XOJ,ENCFF907AFR","ENCFF989MEQ,ENCFF909NEF",ENCFF451RMM,ENCFF315YNK,ENCFF815LJY,ENCFF768WTD,ENCFF556ZOJ,ENCFF893QWV,non-target,"ENCFF420XPX,ENCFF861HTL,ENCFF029QIY,ENCFF464MHZ","ENCFF098BEA,ENCFF719PLT","ENCFF255JNV,ENCFF595PIT"
HNRNPM,K562,ENCSR746NIM,ENCSR032YMP,"ENCFF507ZOO,ENCFF795GAH,ENCFF160TRI,ENCFF256UZO","ENCFF013OYM,ENCFF548EFX","ENCFF419TWU,ENCFF129QBF",ENCFF835MUT,ENCFF575XOE,ENCFF748TMH,ENCFF033OZU,ENCFF918OTK,ENCFF315NLU,non-target,"ENCFF743EKS,ENCFF553PEN,ENCFF352SRA,ENCFF852RBO","ENCFF471AKF,ENCFF083EEO","ENCFF951HPS,ENCFF809LLU"
CIRBP,K562,ENCSR056QEW,ENCSR129RWD,"ENCFF410OHI,ENCFF302BCI,ENCFF622ZJZ,ENCFF532FZD","ENCFF496ARR,ENCFF815KLH","ENCFF338LWZ,ENCFF085OBP",ENCFF057IVI,ENCFF214PMX,ENCFF222BDW,ENCFF894VJE,ENCFF079DSO,ENCFF868CVC,non-target,"ENCFF726LTF,ENCFF569YVH,ENCFF781HCE,ENCFF121QGM","ENCFF019XTR,ENCFF178NNK","ENCFF717QPG,ENCFF185JIF"
HNRNPK,K562,ENCSR529JNJ,ENCSR129RWD,"ENCFF710LAN,ENCFF945QZV,ENCFF267TVR,ENCFF817WNK","ENCFF197NJR,ENCFF397ATR","ENCFF057EXH,ENCFF203MVY",ENCFF527KUQ,ENCFF678CMJ,ENCFF112KFI,ENCFF991UUP,ENCFF182NTA,ENCFF035VWF,non-target,"ENCFF726LTF,ENCFF569YVH,ENCFF781HCE,ENCFF121QGM","ENCFF019XTR,ENCFF178NNK","ENCFF717QPG,ENCFF185JIF"
FAM120A,K562,ENCSR492BKM,ENCSR661HEL,"ENCFF238SIB,ENCFF791QXP,ENCFF232RVX,ENCFF541QLM","ENCFF689YFW,ENCFF713AFP","ENCFF077YVT,ENCFF286WRD",ENCFF473HMC,ENCFF841VUF,ENCFF170RED,ENCFF776DXE,ENCFF816GHU,ENCFF715OFK,non-target,"ENCFF539FEL,ENCFF276RDY,ENCFF325DLF,ENCFF616AQI","ENCFF742XEQ,ENCFF519YTY","ENCFF912ATD,ENCFF539FKS"
XPO5,K562,ENCSR453HKS,ENCSR164MUK,"ENCFF569JDC,ENCFF254DEP,ENCFF766GUZ,ENCFF052PAR","ENCFF779PNB,ENCFF485JUE","ENCFF393VSN,ENCFF077MJK",ENCFF554LYK,ENCFF070OXW,ENCFF140DAM,ENCFF171OOQ,ENCFF634RGS,ENCFF846GXN,non-target,"ENCFF273KVQ,ENCFF751LOM,ENCFF767CVZ,ENCFF791XKE","ENCFF669VSB,ENCFF209PLP","ENCFF248BGZ,ENCFF895SDN"
LARP7,K562,ENCSR770OWW,ENCSR572FFX,"ENCFF233GFO,ENCFF732ENI,ENCFF202DDK,ENCFF225DFF","ENCFF740AJJ,ENCFF392BKD","ENCFF500MVK,ENCFF558YCU",ENCFF717PTW,ENCFF698SWE,ENCFF549OGI,ENCFF905INT,ENCFF185JZT,ENCFF925EIG,non-target,"ENCFF561XEM,ENCFF023EZN,ENCFF447KSW,ENCFF111AWS","ENCFF275ZEJ,ENCFF264YZI","ENCFF863EKL,ENCFF661LLS"
CEBPZ,K562,ENCSR637EFF,ENCSR163JUC,"ENCFF952VZE,ENCFF926DZS,ENCFF313ADT,ENCFF776HWW","ENCFF631PFE,ENCFF825OIW","ENCFF470IYV,ENCFF919VBZ",ENCFF210USN,ENCFF211LFY,ENCFF900SWD,ENCFF534HAZ,ENCFF300WLJ,ENCFF064EMZ,non-target,"ENCFF076EAI,ENCFF478ILB,ENCFF102NCM,ENCFF875FRI","ENCFF157TKC,ENCFF739JDP","ENCFF412XQF,ENCFF564TZO"
U2AF1,K562,ENCSR342EDG,ENCSR344XID,"ENCFF670ZRN,ENCFF049UBT,ENCFF365IMS,ENCFF725MSZ","ENCFF141MVP,ENCFF033CDK","ENCFF330PUT,ENCFF582WUD",ENCFF916EJT,ENCFF551OHU,ENCFF324OTM,ENCFF235TKA,ENCFF120KAQ,ENCFF897YIY,non-target,"ENCFF799FEY,ENCFF686ZOZ,ENCFF891EGO,ENCFF667EXM","ENCFF265ZZB,ENCFF970PYT","ENCFF040ZLI,ENCFF170EPB"
ZNF800,K562,ENCSR974RYS,ENCSR341TTW,"ENCFF700VXB,ENCFF738ESH,ENCFF158PIV,ENCFF193XLA","ENCFF796QBE,ENCFF148ENL","ENCFF960TFF,ENCFF199BHE",ENCFF413MAK,ENCFF614KIK,ENCFF585LEP,ENCFF629SNQ,ENCFF251DMN,ENCFF404GLP,non-target,"ENCFF378KNS,ENCFF467IYJ,ENCFF860BAF,ENCFF593JVU","ENCFF088NOQ,ENCFF986GCV","ENCFF991WLV,ENCFF201DUU"
SLTM,K562,ENCSR234YMW,ENCSR084SCN,"ENCFF908EML,ENCFF905SLK,ENCFF641GDM,ENCFF258QNY","ENCFF587FDO,ENCFF020XNJ","ENCFF263ZMI,ENCFF932YFN",ENCFF936BKM,ENCFF005ITX,ENCFF301TXY,ENCFF305AOU,ENCFF232FKT,ENCFF083XSW,non-target,"ENCFF420XPX,ENCFF861HTL,ENCFF029QIY,ENCFF464MHZ","ENCFF098BEA,ENCFF719PLT","ENCFF255JNV,ENCFF595PIT"
NUFIP2,K562,ENCSR754RJA,ENCSR174OYC,"ENCFF025VYH,ENCFF863JJI,ENCFF545UKS,ENCFF311RPE","ENCFF403GKL,ENCFF989GOF","ENCFF906DJB,ENCFF544AGP",ENCFF949TLK,ENCFF765DSX,ENCFF712UUX,ENCFF730XNS,ENCFF337FIF,ENCFF966EAS,non-target,"ENCFF361BPK,ENCFF826EEI,ENCFF605WBD,ENCFF508COB","ENCFF803MMD,ENCFF351XSJ","ENCFF629SOF,ENCFF310TYD"
DHX30,K562,ENCSR345VVZ,ENCSR667PLJ,"ENCFF973CMM,ENCFF814DNY,ENCFF280NEO,ENCFF760AWK","ENCFF863ENC,ENCFF552ECL","ENCFF839XJC,ENCFF901MMJ",ENCFF090PLS,ENCFF168MPC,ENCFF204WLZ,ENCFF384YFB,ENCFF942JUV,ENCFF858VVK,non-target,"ENCFF981SWJ,ENCFF087MDC,ENCFF326WTJ,ENCFF767QZM","ENCFF804JHE,ENCFF490QNF","ENCFF015IHM,ENCFF402NWA"
